gene_name,meth.diff,GO,p.value,product
LOC111128834,-62,GO:0016579,0.00647,ubiquitin carboxyl-terminal hydrolase 34-like
LOC111135619,63,GO:0016579,0.00647,ubiquitin carboxyl-terminal hydrolase 10-like
LOC111135619,64,GO:0016579,0.00647,ubiquitin carboxyl-terminal hydrolase 10-like
LOC111135619,55,GO:0016579,0.00647,ubiquitin carboxyl-terminal hydrolase 10-like
LOC111134719,-51,GO:0016579,0.00647,ubiquitin carboxyl-terminal hydrolase 32-like
LOC111134995,54,GO:0016579,0.00647,tankyrase-1-like
LOC111100561,-61,GO:0016579,0.00647,probable ubiquitin carboxyl-terminal hydrolase FAF-X
LOC111107565,-54,GO:0016579,0.00647,host cell factor 1-like
LOC111110182,56,GO:0016579,0.00647,uncharacterized LOC111110182
LOC111118811,-55,GO:0043981,0.00650,KAT8 regulatory NSL complex subunit 2-like
LOC111136050,61,GO:0043981,0.00650,histone acetyltransferase KAT7-like
LOC111136050,55,GO:0043981,0.00650,histone acetyltransferase KAT7-like
LOC111136050,56,GO:0043981,0.00650,histone acetyltransferase KAT7-like
LOC111105580,57,GO:0043981,0.00650,chromatin modification-related protein MEAF6-like
LOC111107565,-54,GO:0043981,0.00650,host cell factor 1-like
LOC111118811,-55,GO:0043982,0.00650,KAT8 regulatory NSL complex subunit 2-like
LOC111136050,61,GO:0043982,0.00650,histone acetyltransferase KAT7-like
LOC111136050,55,GO:0043982,0.00650,histone acetyltransferase KAT7-like
LOC111136050,56,GO:0043982,0.00650,histone acetyltransferase KAT7-like
LOC111105580,57,GO:0043982,0.00650,chromatin modification-related protein MEAF6-like
LOC111107565,-54,GO:0043982,0.00650,host cell factor 1-like
LOC111110677,-57,GO:0030182,0.00654,homeodomain-interacting protein kinase 2-like
LOC111136295,-71,GO:0030182,0.00654,uncharacterized LOC111136295
LOC111136295,52,GO:0030182,0.00654,uncharacterized LOC111136295
LOC111099115,68,GO:0030182,0.00654,GPI transamidase component PIG-T-like
LOC111103558,-56,GO:0035994,0.00654,dystrophin-like
LOC111110360,51,GO:0021987,0.00664,smoothened homolog
LOC111120604,-50,GO:0021987,0.00664,uncharacterized LOC111120604
LOC111126055,-55,GO:0021987,0.00664,low-density lipoprotein receptor-related protein 1-like
LOC111125357,-51,GO:0021987,0.00664,protocadherin Fat 4-like
LOC111125124,55,GO:0021987,0.00664,hamartin-like
LOC111129524,50,GO:0021987,0.00664,endoribonuclease Dicer-like
LOC111131142,51,GO:0021987,0.00664,centrosomal protein of 120 kDa-like
LOC111131142,64,GO:0021987,0.00664,centrosomal protein of 120 kDa-like
LOC111131142,60,GO:0021987,0.00664,centrosomal protein of 120 kDa-like
LOC111135949,-53,GO:0021987,0.00664,neurofibromin-like
LOC111134993,64,GO:0021987,0.00664,transforming acidic coiled-coil-containing protein 1-like
LOC111134993,74,GO:0021987,0.00664,transforming acidic coiled-coil-containing protein 1-like
LOC111107913,52,GO:0021987,0.00664,filamin-A-like
LOC111107913,53,GO:0021987,0.00664,filamin-A-like
LOC111135071,-54,GO:0006661,0.00675,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-51,GO:0006661,0.00675,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-52,GO:0006661,0.00675,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-53,GO:0006661,0.00675,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-58,GO:0006661,0.00675,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111135071,-64,GO:0006661,0.00675,phosphoinositide 3-kinase regulatory subunit 4-like
LOC111103190,50,GO:0006661,0.00675,polyphosphoinositide phosphatase-like
LOC111113173,-57,GO:0006661,0.00675,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like
LOC111113173,-70,GO:0006661,0.00675,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like
LOC111113173,-58,GO:0006661,0.00675,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like
LOC111113173,-61,GO:0006661,0.00675,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like
LOC111100511,-67,GO:0035303,0.00696,immunoglobulin-binding protein 1-like
LOC111100511,-58,GO:0035303,0.00696,immunoglobulin-binding protein 1-like
LOC111099929,50,GO:0009294,0.00696,uncharacterized LOC111099929
LOC111099929,56,GO:0009294,0.00696,uncharacterized LOC111099929
LOC111099929,67,GO:0009294,0.00696,uncharacterized LOC111099929
LOC111099929,69,GO:0009294,0.00696,uncharacterized LOC111099929
LOC111099929,59,GO:0009294,0.00696,uncharacterized LOC111099929
LOC111099929,58,GO:0009294,0.00696,uncharacterized LOC111099929
LOC111131843,-50,GO:0032510,0.00696,lysosomal-trafficking regulator-like
LOC111135863,-70,GO:0032510,0.00696,hemocyte protein-glutamine gamma-glutamyltransferase-like
LOC111132855,-56,GO:0035610,0.00696,cytosolic carboxypeptidase 1-like
LOC111132855,-50,GO:0035610,0.00696,cytosolic carboxypeptidase 1-like
LOC111129975,-64,GO:0035610,0.00696,cytosolic carboxypeptidase 2-like
LOC111129975,63,GO:0035610,0.00696,cytosolic carboxypeptidase 2-like
LOC111129975,53,GO:0035610,0.00696,cytosolic carboxypeptidase 2-like
LOC111118731,-50,GO:0060982,0.00696,protein transport protein Sec24A-like
LOC111103123,64,GO:0060982,0.00696,AT-rich interactive domain-containing protein 2-like
LOC111124327,-50,GO:0070166,0.00696,stromal interaction molecule 1-like
LOC111124327,57,GO:0070166,0.00696,stromal interaction molecule 1-like
LOC111102495,54,GO:0097107,0.00696,SH3 and multiple ankyrin repeat domains protein 1-like
LOC111102495,51,GO:0097107,0.00696,SH3 and multiple ankyrin repeat domains protein 1-like
LOC111118834,53,GO:0051090,0.00704,ubiquitin carboxyl-terminal hydrolase 7-like
LOC111118834,59,GO:0051090,0.00704,ubiquitin carboxyl-terminal hydrolase 7-like
LOC111128837,-54,GO:0051090,0.00704,lysine-specific demethylase 5A-like
LOC111101023,62,GO:0051090,0.00704,serine/threonine-protein kinase 36-like
LOC111107067,52,GO:0051090,0.00704,Fanconi anemia group D2 protein-like
LOC111110619,-56,GO:0043473,0.00724,Hermansky-Pudlak syndrome 5 protein homolog
LOC111120159,53,GO:0043473,0.00724,KICSTOR complex protein SZT2-like
LOC111120159,90,GO:0043473,0.00724,KICSTOR complex protein SZT2-like
LOC111120159,-63,GO:0043473,0.00724,KICSTOR complex protein SZT2-like
LOC111122539,62,GO:0043473,0.00724,copper-transporting ATPase 1-like
LOC111131843,-50,GO:0043473,0.00724,lysosomal-trafficking regulator-like
LOC111135949,-53,GO:0043473,0.00724,neurofibromin-like
LOC111103190,50,GO:0043473,0.00724,polyphosphoinositide phosphatase-like
LOC111103877,-57,GO:0090169,0.00779,uncharacterized LOC111103877
LOC111137343,53,GO:0035518,0.00789,E3 ubiquitin-protein ligase TRIM37-like
LOC111137343,64,GO:0035518,0.00789,E3 ubiquitin-protein ligase TRIM37-like
LOC111137343,-53,GO:0035518,0.00789,E3 ubiquitin-protein ligase TRIM37-like
LOC111137343,-52,GO:0035518,0.00789,E3 ubiquitin-protein ligase TRIM37-like
LOC111136204,54,GO:0035518,0.00789,E3 ubiquitin-protein ligase RNF168-like
LOC111103859,61,GO:0035518,0.00789,uncharacterized LOC111103859
LOC111103859,58,GO:0035518,0.00789,uncharacterized LOC111103859
LOC111103859,54,GO:0035518,0.00789,uncharacterized LOC111103859
LOC111120835,64,GO:0070072,0.00789,transmembrane 9 superfamily member 4-like
LOC111127911,60,GO:0070072,0.00789,dmX-like protein 2
LOC111127911,54,GO:0070072,0.00789,dmX-like protein 2
LOC111099929,50,GO:0070072,0.00789,uncharacterized LOC111099929
LOC111099929,56,GO:0070072,0.00789,uncharacterized LOC111099929
LOC111099929,67,GO:0070072,0.00789,uncharacterized LOC111099929
LOC111099929,69,GO:0070072,0.00789,uncharacterized LOC111099929
LOC111099929,59,GO:0070072,0.00789,uncharacterized LOC111099929
LOC111099929,58,GO:0070072,0.00789,uncharacterized LOC111099929
LOC111129177,75,GO:0097119,0.00789,neurexin-1-like
LOC111129177,55,GO:0097119,0.00789,neurexin-1-like
LOC111137059,66,GO:0051298,0.00790,rho guanine nucleotide exchange factor 10-like protein
LOC111135381,52,GO:0048666,0.00816,NGFI-A-binding protein homolog
LOC111130938,52,GO:0048666,0.00816,ALK tyrosine kinase receptor-like
LOC111131413,57,GO:0048666,0.00816,centriole
LOC111103190,50,GO:0048666,0.00816,polyphosphoinositide phosphatase-like
LOC111119698,50,GO:0003338,0.00818,extracellular matrix protein FRAS1-like
LOC111119698,-73,GO:0003338,0.00818,extracellular matrix protein FRAS1-like
LOC111119697,51,GO:0003338,0.00818,extracellular matrix protein FRAS1-like
LOC111119697,65,GO:0003338,0.00818,extracellular matrix protein FRAS1-like
LOC111129032,53,GO:0033522,0.00818,E3 ubiquitin-protein ligase UBR2-like
LOC111122823,63,GO:0046486,0.00833,diacylglycerol kinase beta-like
LOC111122429,51,GO:0001895,0.00839,WD repeat-containing protein 36-like
LOC111137130,-52,GO:0001895,0.00839,cyclic nucleotide-gated cation channel beta-1-like
LOC111137130,-53,GO:0001895,0.00839,cyclic nucleotide-gated cation channel beta-1-like
LOC111119409,-62,GO:0007030,0.00943,cyclin-G-associated kinase-like
LOC111122737,-50,GO:0007030,0.00943,syntaxin-17-like
LOC111126237,-50,GO:0007030,0.00943,Golgi reassembly-stacking protein 2-like
LOC111128998,53,GO:0007030,0.00943,nesprin-1-like
LOC111128998,58,GO:0007030,0.00943,nesprin-1-like
LOC111135243,68,GO:0007030,0.00943,trafficking protein particle complex subunit 11-like
LOC111136056,55,GO:0007030,0.00943,golgin-45-like
LOC111136056,57,GO:0007030,0.00943,golgin-45-like
LOC111107387,71,GO:0007030,0.00943,leucine-rich repeat serine/threonine-protein kinase 2-like
LOC111113181,67,GO:0007030,0.00943,dymeclin-like
LOC111113181,51,GO:0007030,0.00943,dymeclin-like
LOC111113181,54,GO:0007030,0.00943,dymeclin-like
LOC111103988,57,GO:0006360,0.00946,DNA-directed RNA polymerases I
LOC111133592,-54,GO:0019882,0.00953,ras-related protein Rab-32-like
LOC111133592,-58,GO:0019882,0.00953,ras-related protein Rab-32-like
