gene_name,difference,females_controls_max_transcript_counts,females_exposed_max_transcript_counts,GO,p.value,product
LOC111104117,-1,3,2,GO:0060041,1.3e-06,paired box protein Pax-6-like
LOC111105397,-1,2,1,GO:0060041,1.3e-06,uncharacterized LOC111105397
LOC111110798,-1,3,2,GO:0060041,1.3e-06,paired box protein Pax-6-like
LOC111116220,-1,3,2,GO:0060041,1.3e-06,nuclear receptor ROR-beta-like
LOC111122350,-1,7,6,GO:0060041,1.3e-06,laminin subunit alpha-2-like
LOC111126655,-1,1,0,GO:0060041,1.3e-06,uncharacterized LOC111126655
LOC111128602,-1,2,1,GO:0060041,1.3e-06,retinal homeobox protein Rx1-like
LOC111128734,-2,8,6,GO:0060041,1.3e-06,delta-like protein 1
LOC111100408,-4,7,3,GO:0042127,1.3e-06,baculoviral IAP repeat-containing protein 2-like
LOC111100411,-1,2,1,GO:0042127,1.3e-06,uncharacterized LOC111100411
LOC111101719,-1,1,0,GO:0042127,1.3e-06,uncharacterized LOC111101719
LOC111106344,-1,2,1,GO:0042127,1.3e-06,tenascin-like
LOC111109752,-1,2,1,GO:0042127,1.3e-06,tenascin-like
LOC111121258,-1,2,1,GO:0042127,1.3e-06,uncharacterized LOC111121258
LOC111123480,-1,3,2,GO:0042127,1.3e-06,tenascin-X-like
LOC111124864,-1,3,2,GO:0042127,1.3e-06,uncharacterized LOC111124864
LOC111126457,-2,5,3,GO:0042127,1.3e-06,tumor necrosis factor receptor superfamily member 16-like
LOC111127644,-1,4,3,GO:0042127,1.3e-06,prostaglandin G/H synthase 2-like
LOC111128838,-1,5,4,GO:0042127,1.3e-06,tyrosine-protein kinase JAK2-like
LOC111132603,-1,3,2,GO:0042127,1.3e-06,uncharacterized LOC111132603
LOC111134623,-2,3,1,GO:0042127,1.3e-06,uncharacterized LOC111134623
LOC111136017,-1,13,12,GO:0042127,1.3e-06,tyrosine-protein kinase PR2-like
LOC111100240,-1,3,2,GO:0032878,1.4e-06,uncharacterized LOC111100240
LOC111102338,-1,2,1,GO:0032878,1.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0032878,1.4e-06,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0032878,1.4e-06,uncharacterized LOC111102557
LOC111103511,-2,4,2,GO:0032878,1.4e-06,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0032878,1.4e-06,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0032878,1.4e-06,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0032878,1.4e-06,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0032878,1.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111115882,-1,2,1,GO:0032878,1.4e-06,cell death abnormality protein 1-like
LOC111127188,-1,2,1,GO:0032878,1.4e-06,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0032878,1.4e-06,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0032878,1.4e-06,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0032878,1.4e-06,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0032878,1.4e-06,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0032878,1.4e-06,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0032878,1.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111122350,-1,7,6,GO:0009888,1.5e-06,laminin subunit alpha-2-like
LOC111123168,-1,4,3,GO:0009888,1.5e-06,nuclear receptor subfamily 5 group A member 2-like
LOC111125008,-2,4,2,GO:0009888,1.5e-06,nuclear receptor subfamily 5 group A member 2-like
NA,NA,NA,NA,GO:0001944,1.6e-06,NA
NA,NA,NA,NA,GO:0035556,1.7e-06,NA
LOC111100577,-3,9,6,GO:0007409,1.7e-06,uncharacterized LOC111100577
LOC111100872,-1,4,3,GO:0007409,1.7e-06,uncharacterized LOC111100872
LOC111101098,-1,1,0,GO:0007409,1.7e-06,uncharacterized LOC111101098
LOC111102154,-1,1,0,GO:0007409,1.7e-06,ankyrin-1-like;start_range=.,39398877
LOC111103244,-1,15,14,GO:0007409,1.7e-06,phosphatidylinositol-binding clathrin assembly protein LAP-like
LOC111104568,-1,2,1,GO:0007409,1.7e-06,uncharacterized LOC111104568
LOC111106384,-1,2,1,GO:0007409,1.7e-06,uncharacterized LOC111106384
LOC111106615,-1,1,0,GO:0007409,1.7e-06,protocadherin Fat 4-like
LOC111111023,-1,2,1,GO:0007409,1.7e-06,uncharacterized LOC111111023
LOC111115795,-2,16,14,GO:0007409,1.7e-06,partitioning defective 3 homolog
LOC111116128,-2,4,2,GO:0007409,1.7e-06,ankyrin-1-like
LOC111119681,-1,4,3,GO:0007409,1.7e-06,dedicator of cytokinesis protein 7-like
LOC111121855,-1,3,2,GO:0007409,1.7e-06,protein rhomboid-like
LOC111121921,-3,4,1,GO:0007409,1.7e-06,protein rhomboid-like
LOC111122336,-2,3,1,GO:0007409,1.7e-06,transient receptor potential cation channel subfamily A member 1-like
LOC111131220,-1,5,4,GO:0007409,1.7e-06,orexin receptor type 2-like
LOC111136649,-1,10,9,GO:0007409,1.7e-06,neuroglian-like
NA,NA,NA,NA,GO:0032990,2.0e-06,NA
NA,NA,NA,NA,GO:0060343,2.1e-06,NA
NA,NA,NA,NA,GO:0061383,2.1e-06,NA
NA,NA,NA,NA,GO:0048667,2.1e-06,NA
NA,NA,NA,NA,GO:1901861,2.4e-06,NA
NA,NA,NA,NA,GO:0003407,2.5e-06,NA
LOC111127975,-1,7,6,GO:0048858,2.6e-06,protein kinase C and casein kinase substrate in neurons protein 2-like
LOC111131872,-1,5,4,GO:0048858,2.6e-06,protein kinase C and casein kinase substrate in neurons protein 2-like
LOC111106420,-1,1,0,GO:0010842,3.2e-06,platelet endothelial aggregation receptor 1-like
LOC111111131,-1,3,2,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 6
LOC111111750,-5,6,1,GO:0010842,3.2e-06,uncharacterized LOC111111750
LOC111112167,-1,1,0,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111112512,-1,1,0,GO:0010842,3.2e-06,uncharacterized LOC111112512
LOC111112687,-1,2,1,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111113084,-2,3,1,GO:0010842,3.2e-06,protein draper-like
LOC111113175,-1,14,13,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 6
LOC111113459,-1,1,0,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 11
LOC111113765,-1,1,0,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 6
LOC111114365,-1,1,0,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 11
LOC111115260,-1,3,2,GO:0010842,3.2e-06,receptor-type tyrosine-protein phosphatase mu-like
LOC111116048,-1,1,0,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111116795,-2,5,3,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 6
LOC111117047,-2,3,1,GO:0010842,3.2e-06,receptor-type tyrosine-protein phosphatase T-like
LOC111117668,-1,2,1,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111120008,-1,4,3,GO:0010842,3.2e-06,receptor-type tyrosine-protein phosphatase kappa-like
LOC111120588,-1,3,2,GO:0010842,3.2e-06,jouberin-like
LOC111120635,-1,2,1,GO:0010842,3.2e-06,uncharacterized LOC111120635
LOC111121068,-1,7,6,GO:0010842,3.2e-06,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111124936,-1,2,1,GO:0010842,3.2e-06,Down syndrome cell adhesion molecule homolog
LOC111126409,-2,4,2,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 10
LOC111126649,-1,2,1,GO:0010842,3.2e-06,uncharacterized LOC111126649
LOC111127569,-1,3,2,GO:0010842,3.2e-06,hemicentin-1-like
LOC111130194,-1,6,5,GO:0010842,3.2e-06,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111133416,-1,1,0,GO:0010842,3.2e-06,multiple epidermal growth factor-like domains protein 11
LOC111134093,-1,6,5,GO:0010842,3.2e-06,four-jointed box protein 1-like
NA,NA,NA,NA,GO:0035295,3.2e-06,NA
LOC111099199,-1,2,1,GO:0045765,3.4e-06,uncharacterized LOC111099199
LOC111103511,-2,4,2,GO:0045765,3.4e-06,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0045765,3.4e-06,uncharacterized LOC111103720
LOC111104820,-1,1,0,GO:0045765,3.4e-06,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0045765,3.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111127188,-1,2,1,GO:0045765,3.4e-06,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0045765,3.4e-06,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0045765,3.4e-06,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0045765,3.4e-06,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0045765,3.4e-06,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0045765,3.4e-06,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0045765,3.4e-06,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:1901342,3.4e-06,NA
LOC111105273,-1,5,4,GO:0048812,3.7e-06,uncharacterized LOC111105273
LOC111110358,-1,1,0,GO:0048812,3.7e-06,E3 ubiquitin-protein ligase TRIM36-like
LOC111124682,-1,2,1,GO:0048812,3.7e-06,hemicentin-1-like
LOC111127975,-1,7,6,GO:0048812,3.7e-06,protein kinase C and casein kinase substrate in neurons protein 2-like
LOC111128913,-1,5,4,GO:0048812,3.7e-06,band 4.1-like protein 3
LOC111136649,-1,10,9,GO:0048812,3.7e-06,neuroglian-like
LOC111137715,-1,2,1,GO:0048812,3.7e-06,ankyrin repeat domain-containing protein 27-like
NA,NA,NA,NA,GO:0120039,3.7e-06,NA
NA,NA,NA,NA,GO:0010927,3.8e-06,NA
NA,NA,NA,NA,GO:0030029,4.0e-06,NA
LOC111128734,-2,8,6,GO:0060042,4.3e-06,delta-like protein 1
NA,NA,NA,NA,GO:0007167,4.9e-06,NA
LOC111103936,-1,3,2,GO:0006796,5.1e-06,receptor-type tyrosine-protein phosphatase alpha-like
LOC111118584,-1,2,1,GO:0006796,5.1e-06,inorganic pyrophosphatase-like
LOC111109783,-1,2,1,GO:0031589,6.3e-06,integrin beta-like protein A
LOC111110614,-1,1,0,GO:0031589,6.3e-06,fibrinogen-like protein 1
LOC111099059,-1,2,1,GO:0007166,6.3e-06,G-protein coupled receptor 157-like
LOC111100408,-4,7,3,GO:0007166,6.3e-06,baculoviral IAP repeat-containing protein 2-like
LOC111101719,-1,1,0,GO:0007166,6.3e-06,uncharacterized LOC111101719
LOC111102372,-2,3,1,GO:0007166,6.3e-06,snaclec echicetin subunit beta-like
LOC111102377,-2,3,1,GO:0007166,6.3e-06,snaclec echicetin subunit beta-like
LOC111103928,-1,2,1,GO:0007166,6.3e-06,uncharacterized LOC111103928
LOC111104825,-1,3,2,GO:0007166,6.3e-06,uncharacterized LOC111104825
LOC111106768,-1,3,2,GO:0007166,6.3e-06,fibrillin-1-like
LOC111107193,-1,2,1,GO:0007166,6.3e-06,P2X purinoceptor 7-like
LOC111114928,-1,2,1,GO:0007166,6.3e-06,calcitonin receptor-like
LOC111115353,-2,3,1,GO:0007166,6.3e-06,uncharacterized LOC111115353
LOC111117512,-1,2,1,GO:0007166,6.3e-06,uncharacterized LOC111117512
LOC111117659,-1,2,1,GO:0007166,6.3e-06,uncharacterized LOC111117659
LOC111118229,-1,2,1,GO:0007166,6.3e-06,uncharacterized LOC111118229
LOC111119426,-5,12,7,GO:0007166,6.3e-06,collagen alpha-1(XXV) chain-like
LOC111119571,-3,12,9,GO:0007166,6.3e-06,collagen alpha-1(XXV) chain-like
LOC111121412,-2,3,1,GO:0007166,6.3e-06,uncharacterized LOC111121412
LOC111122350,-1,7,6,GO:0007166,6.3e-06,laminin subunit alpha-2-like
LOC111122621,-1,2,1,GO:0007166,6.3e-06,uncharacterized LOC111122621
LOC111122769,-1,1,0,GO:0007166,6.3e-06,uncharacterized LOC111122769
LOC111123324,-2,3,1,GO:0007166,6.3e-06,tetraspanin-18-like
LOC111123550,-7,7,0,GO:0007166,6.3e-06,uncharacterized LOC111123550
LOC111124492,-1,2,1,GO:0007166,6.3e-06,uncharacterized LOC111124492
LOC111124493,-13,17,4,GO:0007166,6.3e-06,uncharacterized LOC111124493
LOC111124642,-6,19,13,GO:0007166,6.3e-06,uncharacterized LOC111124642
LOC111125935,-1,2,1,GO:0007166,6.3e-06,uncharacterized LOC111125935
LOC111126542,-1,1,0,GO:0007166,6.3e-06,uncharacterized LOC111126542
LOC111126761,-2,6,4,GO:0007166,6.3e-06,uncharacterized LOC111126761
LOC111126901,-1,4,3,GO:0007166,6.3e-06,uncharacterized LOC111126901
LOC111126964,-1,2,1,GO:0007166,6.3e-06,uncharacterized LOC111126964
LOC111127079,-1,4,3,GO:0007166,6.3e-06,uncharacterized LOC111127079
LOC111130159,-1,2,1,GO:0007166,6.3e-06,uncharacterized LOC111130159
LOC111132201,-1,2,1,GO:0007166,6.3e-06,uncharacterized LOC111132201
LOC111133545,-1,2,1,GO:0007166,6.3e-06,neural cell adhesion molecule L1-like
LOC111133666,-10,28,18,GO:0007166,6.3e-06,uncharacterized LOC111133666
LOC111100240,-1,3,2,GO:0001935,6.5e-06,uncharacterized LOC111100240
LOC111102338,-1,2,1,GO:0001935,6.5e-06,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0001935,6.5e-06,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0001935,6.5e-06,uncharacterized LOC111102557
LOC111103511,-2,4,2,GO:0001935,6.5e-06,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0001935,6.5e-06,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0001935,6.5e-06,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0001935,6.5e-06,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0001935,6.5e-06,multiple epidermal growth factor-like domains protein 10
LOC111105777,-1,1,0,GO:0001935,6.5e-06,NADPH oxidase 5-like
LOC111115882,-1,2,1,GO:0001935,6.5e-06,cell death abnormality protein 1-like
LOC111127188,-1,2,1,GO:0001935,6.5e-06,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0001935,6.5e-06,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0001935,6.5e-06,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0001935,6.5e-06,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0001935,6.5e-06,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0001935,6.5e-06,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0001935,6.5e-06,multiple epidermal growth factor-like domains protein 10
LOC111099603,-3,13,10,GO:0007399,6.5e-06,vacuolar protein sorting-associated protein 13A-like
LOC111100486,-1,4,3,GO:0007399,6.5e-06,uncharacterized LOC111100486
LOC111100731,-1,1,0,GO:0007399,6.5e-06,uncharacterized LOC111100731
LOC111101190,-1,4,3,GO:0007399,6.5e-06,uncharacterized LOC111101190
LOC111101547,-1,2,1,GO:0007399,6.5e-06,uncharacterized LOC111101547
LOC111101809,-1,2,1,GO:0007399,6.5e-06,uncharacterized LOC111101809
LOC111102853,-1,3,2,GO:0007399,6.5e-06,glycoprotein 3-alpha-L-fucosyltransferase A-like
LOC111102941,-1,2,1,GO:0007399,6.5e-06,E3 ubiquitin-protein ligase TRIM71-like
LOC111104626,-1,2,1,GO:0007399,6.5e-06,uncharacterized LOC111104626
LOC111105800,-1,1,0,GO:0007399,6.5e-06,uncharacterized LOC111105800
LOC111106389,-2,3,1,GO:0007399,6.5e-06,very low-density lipoprotein receptor-like
LOC111106714,-1,2,1,GO:0007399,6.5e-06,uncharacterized LOC111106714
LOC111106732,-1,2,1,GO:0007399,6.5e-06,uncharacterized LOC111106732
LOC111109011,-1,1,0,GO:0007399,6.5e-06,uncharacterized LOC111109011
LOC111109588,-1,2,1,GO:0007399,6.5e-06,uncharacterized LOC111109588
LOC111111674,-1,2,1,GO:0007399,6.5e-06,E3 ubiquitin-protein ligase TRIM36-like
LOC111111679,-1,3,2,GO:0007399,6.5e-06,tripartite motif-containing protein 3-like
LOC111111741,-1,2,1,GO:0007399,6.5e-06,uncharacterized LOC111111741
LOC111113062,-4,5,1,GO:0007399,6.5e-06,uncharacterized LOC111113062
LOC111113910,-1,1,0,GO:0007399,6.5e-06,uncharacterized LOC111113910
LOC111117468,-1,3,2,GO:0007399,6.5e-06,tripartite motif-containing protein 2-like
LOC111117745,-1,6,5,GO:0007399,6.5e-06,uncharacterized LOC111117745
LOC111118272,-1,3,2,GO:0007399,6.5e-06,CDK5 and ABL1 enzyme substrate 2-like
LOC111119326,-1,3,2,GO:0007399,6.5e-06,tubulin polyglutamylase TTLL7-like
LOC111120378,-1,1,0,GO:0007399,6.5e-06,uncharacterized LOC111120378
LOC111120594,-1,6,5,GO:0007399,6.5e-06,zinc finger protein ubi-d4-like
LOC111122895,-1,5,4,GO:0007399,6.5e-06,putative protocadherin beta-18
LOC111123802,-2,14,12,GO:0007399,6.5e-06,formin-binding protein 1-like
LOC111127049,-2,4,2,GO:0007399,6.5e-06,uncharacterized LOC111127049
LOC111127981,-1,15,14,GO:0007399,6.5e-06,serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform-like
LOC111128660,-2,3,1,GO:0007399,6.5e-06,putative ankyrin repeat protein RF_0381
LOC111128734,-2,8,6,GO:0007399,6.5e-06,delta-like protein 1
LOC111130338,-1,9,8,GO:0007399,6.5e-06,uncharacterized LOC111130338
LOC111131028,-2,4,2,GO:0007399,6.5e-06,advillin-like
LOC111131305,-1,2,1,GO:0007399,6.5e-06,uncharacterized LOC111131305
LOC111132161,-2,3,1,GO:0007399,6.5e-06,putative sodium-dependent excitatory amino acid transporter glt-6
LOC111132966,-1,14,13,GO:0007399,6.5e-06,dynactin subunit 1-like
LOC111133281,-2,10,8,GO:0007399,6.5e-06,uncharacterized LOC111133281
LOC111137351,-2,3,1,GO:0007399,6.5e-06,E3 ubiquitin-protein ligase NEURL1-like
NA,NA,NA,NA,GO:0051093,7.3e-06,NA
NA,NA,NA,NA,GO:0061024,8.2e-06,NA
LOC111128913,-1,5,4,GO:0031032,8.9e-06,band 4.1-like protein 3
LOC111130323,-2,6,4,GO:0031032,8.9e-06,band 4.1-like protein 4A
LOC111136891,-1,10,9,GO:0031032,8.9e-06,myosin heavy chain
NA,NA,NA,NA,GO:0072359,9.2e-06,NA
NA,NA,NA,NA,GO:0051130,9.7e-06,NA
NA,NA,NA,NA,GO:0048592,1.0e-05,NA
NA,NA,NA,NA,GO:0006793,1.0e-05,NA
LOC111100240,-1,3,2,GO:0060347,1.1e-05,uncharacterized LOC111100240
LOC111102338,-1,2,1,GO:0060347,1.1e-05,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0060347,1.1e-05,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0060347,1.1e-05,uncharacterized LOC111102557
LOC111103511,-2,4,2,GO:0060347,1.1e-05,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0060347,1.1e-05,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0060347,1.1e-05,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0060347,1.1e-05,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0060347,1.1e-05,multiple epidermal growth factor-like domains protein 10
LOC111115882,-1,2,1,GO:0060347,1.1e-05,cell death abnormality protein 1-like
LOC111127188,-1,2,1,GO:0060347,1.1e-05,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0060347,1.1e-05,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0060347,1.1e-05,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0060347,1.1e-05,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0060347,1.1e-05,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0060347,1.1e-05,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0060347,1.1e-05,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:0061384,1.1e-05,NA
NA,NA,NA,NA,GO:0035239,1.2e-05,NA
NA,NA,NA,NA,GO:0051128,1.3e-05,NA
LOC111115151,-1,2,1,GO:0001539,1.3e-05,dynein heavy chain 6
LOC111122299,-2,4,2,GO:0001539,1.3e-05,dynein heavy chain-like protein MAL7P1.162
LOC111117512,-1,2,1,GO:0033631,1.3e-05,uncharacterized LOC111117512
LOC111133545,-1,2,1,GO:0033631,1.3e-05,neural cell adhesion molecule L1-like
LOC111100240,-1,3,2,GO:0034446,1.5e-05,uncharacterized LOC111100240
LOC111102338,-1,2,1,GO:0034446,1.5e-05,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0034446,1.5e-05,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0034446,1.5e-05,uncharacterized LOC111102557
LOC111103511,-2,4,2,GO:0034446,1.5e-05,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0034446,1.5e-05,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0034446,1.5e-05,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0034446,1.5e-05,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0034446,1.5e-05,multiple epidermal growth factor-like domains protein 10
LOC111111487,-2,18,16,GO:0034446,1.5e-05,integrin alpha-2-like
LOC111115882,-1,2,1,GO:0034446,1.5e-05,cell death abnormality protein 1-like
LOC111116056,-1,3,2,GO:0034446,1.5e-05,integrin alpha-2-like
LOC111120796,-2,4,2,GO:0034446,1.5e-05,ras-associating and dilute domain-containing protein-like
LOC111122216,-1,2,1,GO:0034446,1.5e-05,ras-associating and dilute domain-containing protein-like
LOC111127188,-1,2,1,GO:0034446,1.5e-05,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0034446,1.5e-05,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0034446,1.5e-05,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0034446,1.5e-05,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0034446,1.5e-05,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0034446,1.5e-05,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0034446,1.5e-05,multiple epidermal growth factor-like domains protein 10
LOC111107620,-1,4,3,GO:0060294,1.7e-05,cilia- and flagella-associated protein 54-like
LOC111107716,-1,4,3,GO:0060294,1.7e-05,cilia- and flagella-associated protein 54-like
LOC111120071,-1,3,2,GO:0060294,1.7e-05,tektin-3-like
LOC111120729,-1,3,2,GO:0060294,1.7e-05,tektin-3-like
LOC111134864,-1,6,5,GO:0060294,1.7e-05,tektin-3-like
LOC111137279,-1,5,4,GO:0060294,1.7e-05,tektin-3-like
LOC111102569,-1,2,1,GO:0043652,1.7e-05,uncharacterized LOC111102569
LOC111103570,-1,3,2,GO:0043652,1.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111103574,-1,3,2,GO:0043652,1.7e-05,protein draper-like
LOC111105404,-2,3,1,GO:0043652,1.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111105549,-2,3,1,GO:0043652,1.7e-05,uncharacterized LOC111105549
LOC111105593,-1,2,1,GO:0043652,1.7e-05,uncharacterized LOC111105593
LOC111107004,-1,1,0,GO:0043652,1.7e-05,uncharacterized LOC111107004
LOC111111131,-1,3,2,GO:0043652,1.7e-05,multiple epidermal growth factor-like domains protein 6
LOC111111134,-1,1,0,GO:0043652,1.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111111147,-1,1,0,GO:0043652,1.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111111471,-1,3,2,GO:0043652,1.7e-05,scavenger receptor class F member 2-like
LOC111112062,-1,2,1,GO:0043652,1.7e-05,multiple epidermal growth factor-like domains protein 10
